Current Offset,Sample Number,Title,Trigger Offset,Time End,Time Start,U Sec,Time Of Threshold
3605,16384,wf_6036,4803,1662555539.1800575,1662555539.1799264,179926,816
4556,16384,wf_6037,5754,1662555539.1917772,1662555539.191646,191646,1032
5898,16384,wf_6038,7096,1662555539.2142358,1662555539.2141047,214104,696
11596,16384,wf_6039,12794,1662555539.2588837,1662555539.2587526,258752,720
12585,16384,wf_6040,13783,1662555539.2757242,1662555539.275593,275593,512
14466,16384,wf_6042,15664,1662555539.3086276,1662555539.3084965,308496,1968
5116,16384,wf_6043,6314,1662555539.3149133,1662555539.3147821,314782,480
1703,16384,wf_6044,2901,1662555539.320081,1662555539.3199499,319949,792
10705,16384,wf_6045,11903,1662555539.324655,1662555539.324524,324523,552
1351,16384,wf_6046,2549,1662555539.3311312,1662555539.331,331000,776
13966,16384,wf_6047,15164,1662555539.3347337,1662555539.3346026,334602,1016
1836,16384,wf_6048,3034,1662555539.3479862,1662555539.347855,347855,416
10511,16384,wf_6049,11709,1662555539.3575394,1662555539.3574083,357408,688
16105,16384,wf_6050,919,1662555539.4229116,1662555539.4227805,422780,528
9375,16384,wf_6051,10573,1662555539.4273174,1662555539.4271863,427186,544
6266,16384,wf_6052,7464,1662555539.44391,1662555539.4437788,443778,560
8039,16384,wf_6053,9237,1662555539.4642816,1662555539.4641504,464150,864
8039,16384,wf_6053,9237,1662555539.4642816,1662555539.4641504,464150,864
15635,16384,wf_6054,449,1662555539.513828,1662555539.513697,513696,680
11268,16384,wf_6055,12466,1662555539.5488505,1662555539.5487194,548719,856
5637,16384,wf_6056,6835,1662555539.5546074,1662555539.5544763,554476,672
5556,16384,wf_6057,6754,1662555539.5666566,1662555539.5665255,566525,496
3339,16384,wf_6058,4537,1662555539.585963,1662555539.5858319,585831,1288
5212,16384,wf_6059,6410,1662555539.6005838,1662555539.6004527,600452,560
501,16384,wf_6060,1699,1662555539.6408505,1662555539.6407194,640719,632
1698,16384,wf_6061,2896,1662555539.6522121,1662555539.652081,652080,888
9636,16384,wf_6062,10834,1662555539.6639125,1662555539.6637814,663781,472
16106,16384,wf_6063,920,1662555539.683714,1662555539.6835828,683582,552
11344,16384,wf_6064,12542,1662555539.693882,1662555539.6937509,693750,568
9208,16384,wf_6065,10406,1662555539.7040603,1662555539.7039292,703929,632
8728,16384,wf_6066,9926,1662555539.7155144,1662555539.7153833,715383,672
11334,16384,wf_6067,12532,1662555539.720001,1662555539.7198699,719869,856
2034,16384,wf_6068,3232,1662555539.7500014,1662555539.7498703,749870,2888
3913,16384,wf_6069,5111,1662555539.7574031,1662555539.757272,757271,640
13822,16384,wf_6070,15020,1662555539.762114,1662555539.761983,761982,528
10299,16384,wf_6071,11497,1662555539.7865233,1662555539.7863922,786392,816
961,16384,wf_6072,2159,1662555539.800798,1662555539.8006668,800666,416
5758,16384,wf_6073,6956,1662555539.8102148,1662555539.8100836,810083,456
6670,16384,wf_6074,7868,1662555539.8147426,1662555539.8146114,814611,672
10099,16384,wf_6075,11297,1662555539.8573472,1662555539.8572161,857216,432
2625,16384,wf_6076,3823,1662555539.8615468,1662555539.8614156,861415,520
8341,16384,wf_6077,9539,1662555539.8655,1662555539.8653688,865368,608
216,16384,wf_6078,1414,1662555539.8833961,1662555539.883265,883264,464
8233,16384,wf_6079,9431,1662555539.9018743,1662555539.9017432,901743,1368
11497,16384,wf_6080,12695,1662555539.9094713,1662555539.9093401,909340,1064
7037,16384,wf_6081,8235,1662555539.9207659,1662555539.9206347,920634,640
10469,16384,wf_6082,11667,1662555539.9280412,1662555539.92791,927910,752
7672,16384,wf_6083,8870,1662555539.9366002,1662555539.936469,936469,512
13084,16384,wf_6084,14282,1662555539.9460247,1662555539.9458935,945893,1176
9327,16384,wf_6085,10525,1662555539.975807,1662555539.9756758,975675,616
10100,16384,wf_6086,11298,1662555539.9815748,1662555539.9814436,981443,536
15023,16384,wf_6087,16221,1662555539.9950962,1662555539.994965,994965,536
11623,16384,wf_6088,12821,1662555540.0038123,1662555540.0036812,3681,1464
12048,16384,wf_6089,13246,1662555540.016976,1662555540.016845,16845,784
4534,16384,wf_6090,5732,1662555540.0252352,1662555540.025104,25104,720
3875,16384,wf_6091,5073,1662555540.0444257,1662555540.0442946,44294,544
2804,16384,wf_6092,4002,1662555540.049777,1662555540.049646,49645,1168
5858,16384,wf_6093,7056,1662555540.0554197,1662555540.0552886,55288,1000
15213,16384,wf_6094,27,1662555540.0614212,1662555540.06129,61289,768
11304,16384,wf_6095,12502,1662555540.093444,1662555540.093313,93312,408
8138,16384,wf_6096,9336,1662555540.1092234,1662555540.1090922,109092,768
6,16384,wf_6097,1204,1662555540.118153,1662555540.118022,118022,408
7084,16384,wf_6099,8282,1662555540.134676,1662555540.1345448,134544,864
12025,16384,wf_6100,13223,1662555540.1417134,1662555540.1415823,141582,568
709,16384,wf_6101,1907,1662555540.1459684,1662555540.1458373,145837,696
13335,16384,wf_6102,14533,1662555540.152259,1662555540.152128,152128,600
12448,16384,wf_6103,13646,1662555540.1679854,1662555540.1678543,167854,576
14633,16384,wf_6104,15831,1662555540.1734207,1662555540.1732895,173289,752
4567,16384,wf_6105,5765,1662555540.1785433,1662555540.1784122,178412,688
15037,16384,wf_6106,16235,1662555540.1964304,1662555540.1962993,196299,656
3817,16384,wf_6107,5015,1662555540.2024355,1662555540.2023044,202304,648
4878,16384,wf_6108,6076,1662555540.208529,1662555540.2083979,208397,1032
1926,16384,wf_6109,3124,1662555540.2134867,1662555540.2133555,213355,416
9135,16384,wf_6110,10333,1662555540.2262778,1662555540.2261467,226146,568
10037,16384,wf_6111,11235,1662555540.2453341,1662555540.245203,245203,1136
5334,16384,wf_6112,6532,1662555540.2637033,1662555540.2635722,263572,496
5259,16384,wf_6113,6457,1662555540.2685728,1662555540.2684417,268441,472
16020,16384,wf_6114,834,1662555540.2770343,1662555540.2769032,276903,608
3826,16384,wf_6115,5024,1662555540.305029,1662555540.3048978,304897,792
4087,16384,wf_6116,5285,1662555540.320683,1662555540.3205519,320551,584
10301,16384,wf_6117,11499,1662555540.3289518,1662555540.3288207,328820,696
13364,16384,wf_6118,14562,1662555540.343875,1662555540.3437438,343743,624
3853,16384,wf_6119,5051,1662555540.3564773,1662555540.3563461,356346,512
14952,16384,wf_6120,16150,1662555540.3709462,1662555540.370815,370814,928
13047,16384,wf_6121,14245,1662555540.3741755,1662555540.3740444,374044,464
9313,16384,wf_6122,10511,1662555540.402212,1662555540.4020808,402080,688
3049,16384,wf_6124,4247,1662555540.4267972,1662555540.426666,426666,928
9783,16384,wf_6125,10981,1662555540.4356682,1662555540.435537,435537,440
15548,16384,wf_6126,362,1662555540.4452302,1662555540.445099,445099,1152
10860,16384,wf_6127,12058,1662555540.4508479,1662555540.4507167,450716,648
8464,16384,wf_6128,9662,1662555540.4663248,1662555540.4661937,466193,656
1157,16384,wf_6129,2355,1662555540.4714713,1662555540.4713402,471340,576
15937,16384,wf_6130,751,1662555540.4860466,1662555540.4859154,485915,952
3560,16384,wf_6131,4758,1662555540.5029867,1662555540.5028555,502855,896
814,16384,wf_6132,2012,1662555540.5082552,1662555540.508124,508124,776
2540,16384,wf_6133,3738,1662555540.5176558,1662555540.5175247,517524,816
14900,16384,wf_6134,16098,1662555540.524898,1662555540.524767,524767,536
10877,16384,wf_6135,12075,1662555540.5281873,1662555540.5280561,528056,648
8030,16384,wf_6136,9228,1662555540.53383,1662555540.5336988,533698,584
5913,16384,wf_6137,7111,1662555540.5478315,1662555540.5477004,547700,1272
1851,16384,wf_6138,3049,1662555540.5598948,1662555540.5597637,559763,488
11624,16384,wf_6139,12822,1662555540.5665605,1662555540.5664294,566429,624
8622,16384,wf_6140,9820,1662555540.5819254,1662555540.5817943,581794,640
739,16384,wf_6141,1937,1662555540.5867815,1662555540.5866504,586650,592
5003,16384,wf_6142,6201,1662555540.5930457,1662555540.5929146,592914,552
7173,16384,wf_6143,8371,1662555540.617799,1662555540.617668,617667,928
4340,16384,wf_6144,5538,1662555540.6266062,1662555540.626475,626475,1280
15210,16384,wf_6146,24,1662555540.6468492,1662555540.646718,646718,856
11652,16384,wf_6147,12850,1662555540.6582723,1662555540.6581411,658141,792
4657,16384,wf_6148,5855,1662555540.6635122,1662555540.663381,663381,528
3163,16384,wf_6149,4361,1662555540.6815531,1662555540.681422,681422,664
10987,16384,wf_6150,12185,1662555540.6957088,1662555540.6955776,695577,656
12287,16384,wf_6151,13485,1662555540.718053,1662555540.717922,717921,424
11863,16384,wf_6152,13061,1662555540.726082,1662555540.725951,725950,648
16000,16384,wf_6153,814,1662555540.7380066,1662555540.7378755,737875,576
4402,16384,wf_6154,5600,1662555540.7458065,1662555540.7456753,745675,1040
10334,16384,wf_6155,11532,1662555540.749613,1662555540.749482,749481,808
2847,16384,wf_6156,4045,1662555540.7582943,1662555540.7581632,758163,464
4664,16384,wf_6157,5862,1662555540.7644308,1662555540.7642996,764299,584
16276,16384,wf_6158,1090,1662555540.7701762,1662555540.770045,770044,608
13274,16384,wf_6159,14472,1662555540.787914,1662555540.787783,787782,552
5825,16384,wf_6160,7023,1662555540.802656,1662555540.8025248,802524,688
4962,16384,wf_6161,6160,1662555540.8227088,1662555540.8225777,822577,656
15661,16384,wf_6162,475,1662555540.847011,1662555540.84688,846879,656
3775,16384,wf_6163,4973,1662555540.8540583,1662555540.8539271,853927,944
1113,16384,wf_6164,2311,1662555540.8636484,1662555540.8635173,863517,784
1826,16384,wf_6165,3024,1662555540.867416,1662555540.8672848,867284,640
14947,16384,wf_6166,16145,1662555540.875738,1662555540.8756068,875606,576
3472,16384,wf_6167,4670,1662555540.9049654,1662555540.9048343,904834,864
5695,16384,wf_6168,6893,1662555540.9308522,1662555540.930721,930720,760
2837,16384,wf_6169,4035,1662555540.9458106,1662555540.9456794,945679,840
3353,16384,wf_6170,4551,1662555540.949008,1662555540.9488769,948876,1008
12335,16384,wf_6171,13533,1662555540.954376,1662555540.9542449,954244,536
14339,16384,wf_6172,15537,1662555540.9584286,1662555540.9582975,958297,464
11088,16384,wf_6173,12286,1662555540.9622636,1662555540.9621325,962132,872
5588,16384,wf_6174,6786,1662555541.0040348,1662555541.0039036,3903,720
380,16384,wf_6175,1578,1662555541.016911,1662555541.01678,16779,544
1184,16384,wf_6176,2382,1662555541.0324235,1662555541.0322924,32292,600
10307,16384,wf_6177,11505,1662555541.039527,1662555541.0393958,39395,728
14245,16384,wf_6178,15443,1662555541.0470428,1662555541.0469117,46911,696
3507,16384,wf_6179,4705,1662555541.0507903,1662555541.0506592,50659,504
7311,16384,wf_6180,8509,1662555541.06492,1662555541.0647888,64788,520
12906,16384,wf_6181,14104,1662555541.0712519,1662555541.0711207,71120,424
8575,16384,wf_6182,9773,1662555541.0757098,1662555541.0755787,75578,640
12223,16384,wf_6183,13421,1662555541.0810037,1662555541.0808725,80872,664
8777,16384,wf_6184,9975,1662555541.1010764,1662555541.1009452,100945,872
13050,16384,wf_6185,14248,1662555541.109572,1662555541.1094408,109440,760
10219,16384,wf_6186,11417,1662555541.1148674,1662555541.1147363,114736,936
13599,16384,wf_6187,14797,1662555541.1215494,1662555541.1214182,121418,568
6246,16384,wf_6188,7444,1662555541.1301901,1662555541.130059,130058,704
2871,16384,wf_6190,4069,1662555541.138198,1662555541.1380668,138066,664
8984,16384,wf_6191,10182,1662555541.1427653,1662555541.1426342,142634,584
6118,16384,wf_6192,7316,1662555541.1795654,1662555541.1794343,179434,816
14874,16384,wf_6193,16072,1662555541.1833866,1662555541.1832554,183255,760
1936,16384,wf_6194,3134,1662555541.197492,1662555541.1973608,197360,536
13972,16384,wf_6195,15170,1662555541.214545,1662555541.214414,214413,896
3551,16384,wf_6196,4749,1662555541.223416,1662555541.223285,223284,704
6868,16384,wf_6197,8066,1662555541.2320251,1662555541.231894,231894,616
4444,16384,wf_6198,5642,1662555541.237833,1662555541.237702,237701,912
6643,16384,wf_6199,7841,1662555541.2513475,1662555541.2512164,251216,496
12747,16384,wf_6200,13945,1662555541.2628658,1662555541.2627347,262734,576
3551,16384,wf_6201,4749,1662555541.275281,1662555541.2751498,275149,848
4137,16384,wf_6202,5335,1662555541.2790248,1662555541.2788937,278893,672
15567,16384,wf_6203,381,1662555541.2905514,1662555541.2904203,290420,664
3619,16384,wf_6204,4817,1662555541.302323,1662555541.302192,302191,688
13948,16384,wf_6205,15146,1662555541.3100677,1662555541.3099365,309936,960
9856,16384,wf_6206,11054,1662555541.3149574,1662555541.3148263,314826,632
10266,16384,wf_6207,11464,1662555541.330191,1662555541.3300598,330059,1024
14745,16384,wf_6208,15943,1662555541.3362887,1662555541.3361576,336157,504
10016,16384,wf_6209,11214,1662555541.3543928,1662555541.3542616,354261,568
15410,16384,wf_6210,224,1662555541.3586843,1662555541.3585532,358553,648
7500,16384,wf_6211,8698,1662555541.4105096,1662555541.4103785,410378,624
16027,16384,wf_6212,841,1662555541.4213781,1662555541.421247,421247,576
3431,16384,wf_6213,4629,1662555541.448769,1662555541.448638,448637,1272
2292,16384,wf_6214,3490,1662555541.4539268,1662555541.4537957,453795,448
12555,16384,wf_6215,13753,1662555541.4720182,1662555541.471887,471887,568
8315,16384,wf_6217,9513,1662555541.4866028,1662555541.4864717,486471,416
11081,16384,wf_6218,12279,1662555541.4958706,1662555541.4957395,495739,624
11460,16384,wf_6219,12658,1662555541.509177,1662555541.5090458,509045,472
11770,16384,wf_6220,12968,1662555541.5159373,1662555541.5158062,515806,488
56,16384,wf_6221,1254,1662555541.5250869,1662555541.5249557,524955,1080
1630,16384,wf_6222,2828,1662555541.5477123,1662555541.5475812,547581,576
2861,16384,wf_6223,4059,1662555541.5637562,1662555541.563625,563625,576
7066,16384,wf_6224,8264,1662555541.5671391,1662555541.567008,567008,440
16,16384,wf_6225,1214,1662555541.596836,1662555541.596705,596704,576
15257,16384,wf_6226,71,1662555541.6110513,1662555541.6109202,610920,640
15257,16384,wf_6226,71,1662555541.6110513,1662555541.6109202,610920,640
7368,16384,wf_6227,8566,1662555541.6231756,1662555541.6230445,623044,560
6753,16384,wf_6228,7951,1662555541.631769,1662555541.6316378,631637,624
4143,16384,wf_6229,5341,1662555541.6398368,1662555541.6397057,639705,528
6991,16384,wf_6230,8189,1662555541.663139,1662555541.663008,663008,792
9708,16384,wf_6231,10906,1662555541.676554,1662555541.6764228,676422,736
4857,16384,wf_6232,6055,1662555541.7190554,1662555541.7189243,718924,1096
5163,16384,wf_6233,6361,1662555541.7254164,1662555541.7252853,725285,872
3607,16384,wf_6234,4805,1662555541.7333708,1662555541.7332397,733239,744
13936,16384,wf_6236,15134,1662555541.7550254,1662555541.7548943,754894,504
8808,16384,wf_6237,10006,1662555541.7694435,1662555541.7693124,769312,600
11209,16384,wf_6238,12407,1662555541.7794852,1662555541.779354,779354,720
13064,16384,wf_6239,14262,1662555541.7840686,1662555541.7839375,783937,632
11925,16384,wf_6240,13123,1662555541.7884321,1662555541.788301,788301,464
2243,16384,wf_6241,3441,1662555541.803998,1662555541.8038669,803866,616
6105,16384,wf_6242,7303,1662555541.8077507,1662555541.8076196,807619,720
5861,16384,wf_6243,7059,1662555541.8202395,1662555541.8201084,820108,1008
7955,16384,wf_6244,9153,1662555541.8368235,1662555541.8366923,836692,752
2278,16384,wf_6245,3476,1662555541.8538458,1662555541.8537147,853714,424
3675,16384,wf_6246,4873,1662555541.860604,1662555541.860473,860472,544
10002,16384,wf_6247,11200,1662555541.8730252,1662555541.872894,872894,512
8842,16384,wf_6248,10040,1662555541.8886888,1662555541.8885577,888557,600
2403,16384,wf_6249,3601,1662555541.9095666,1662555541.9094355,909435,1016
7597,16384,wf_6250,8795,1662555541.9162266,1662555541.9160955,916095,504
8482,16384,wf_6251,9680,1662555541.9513035,1662555541.9511724,951172,952
7354,16384,wf_6252,8552,1662555541.957162,1662555541.9570308,957030,792
9129,16384,wf_6253,10327,1662555541.963281,1662555541.9631498,963149,1128
4544,16384,wf_6254,5742,1662555541.9683387,1662555541.9682076,968207,456
1542,16384,wf_6255,2740,1662555541.9870365,1662555541.9869053,986905,456
1008,16384,wf_6256,2206,1662555541.9941378,1662555541.9940066,994006,1312
14076,16384,wf_6257,15274,1662555542.0446317,1662555542.0445006,44500,984
15369,16384,wf_6258,183,1662555542.0481195,1662555542.0479884,47988,416
9765,16384,wf_6260,10963,1662555542.072641,1662555542.0725098,72509,1072
15,16384,wf_6261,1213,1662555542.0760446,1662555542.0759134,75913,936
7771,16384,wf_6262,8969,1662555542.0844612,1662555542.08433,84330,648
14334,16384,wf_6263,15532,1662555542.0906634,1662555542.0905323,90532,720
5365,16384,wf_6264,6563,1662555542.0971885,1662555542.0970573,97057,856
16204,16384,wf_6265,1018,1662555542.1029685,1662555542.1028373,102837,496
13790,16384,wf_6266,14988,1662555542.108306,1662555542.1081748,108174,960
12870,16384,wf_6268,14068,1662555542.120174,1662555542.1200428,120042,720
10034,16384,wf_6269,11232,1662555542.1404357,1662555542.1403046,140304,432
4632,16384,wf_6270,5830,1662555542.1492572,1662555542.149126,149125,632
13302,16384,wf_6271,14500,1662555542.1564276,1662555542.1562965,156296,904
2246,16384,wf_6272,3444,1662555542.16347,1662555542.163339,163338,832
13439,16384,wf_6273,14637,1662555542.172122,1662555542.1719909,171990,568
13439,16384,wf_6273,14637,1662555542.172122,1662555542.1719909,171990,568
5640,16384,wf_6274,6838,1662555542.1835368,1662555542.1834056,183405,872
12019,16384,wf_6275,13217,1662555542.1892633,1662555542.1891322,189132,568
6054,16384,wf_6276,7252,1662555542.2001522,1662555542.200021,200020,1152
2092,16384,wf_6277,3290,1662555542.2264037,1662555542.2262726,226272,1296
2295,16384,wf_6278,3493,1662555542.230911,1662555542.23078,230779,952
1084,16384,wf_6279,2282,1662555542.2478397,1662555542.2477086,247708,560
10181,16384,wf_6280,11379,1662555542.2589521,1662555542.258821,258820,520
911,16384,wf_6281,2109,1662555542.2790282,1662555542.278897,278897,688
3310,16384,wf_6282,4508,1662555542.284861,1662555542.28473,284730,704
5162,16384,wf_6283,6360,1662555542.2921925,1662555542.2920613,292061,960
1341,16384,wf_6284,2539,1662555542.3141832,1662555542.314052,314052,656
16078,16384,wf_6285,892,1662555542.3299546,1662555542.3298235,329823,576
15909,16384,wf_6286,723,1662555542.3484893,1662555542.3483582,348358,600
11967,16384,wf_6287,13165,1662555542.3519619,1662555542.3518307,351830,576
5732,16384,wf_6288,6930,1662555542.3569443,1662555542.3568132,356813,752
5885,16384,wf_6289,7083,1662555542.3616154,1662555542.3614843,361484,512
13747,16384,wf_6290,14945,1662555542.3745744,1662555542.3744433,374443,552
12867,16384,wf_6291,14065,1662555542.3814394,1662555542.3813083,381308,1384
7501,16384,wf_6292,8699,1662555542.3956158,1662555542.3954847,395484,456
4972,16384,wf_6293,6170,1662555542.401844,1662555542.401713,401712,656
16296,16384,wf_6294,1110,1662555542.4277287,1662555542.4275975,427597,832
9679,16384,wf_6295,10877,1662555542.4555438,1662555542.4554126,455412,576
1971,16384,wf_6296,3169,1662555542.460676,1662555542.4605448,460544,792
15459,16384,wf_6297,273,1662555542.465766,1662555542.4656348,465634,776
10756,16384,wf_6298,11954,1662555542.4855077,1662555542.4853766,485376,544
8403,16384,wf_6299,9601,1662555542.4952404,1662555542.4951093,495109,632
9424,16384,wf_6300,10622,1662555542.515884,1662555542.5157528,515752,736
12314,16384,wf_6301,13512,1662555542.5245914,1662555542.5244603,524460,1000
10698,16384,wf_6302,11896,1662555542.5363133,1662555542.5361822,536182,552
14542,16384,wf_6303,15740,1662555542.5401573,1662555542.5400262,540026,832
11866,16384,wf_6304,13064,1662555542.556801,1662555542.55667,556670,536
8990,16384,wf_6305,10188,1662555542.564573,1662555542.564442,564442,848
13135,16384,wf_6306,14333,1662555542.572791,1662555542.57266,572659,704
4880,16384,wf_6307,6078,1662555542.581618,1662555542.581487,581487,576
8939,16384,wf_6308,10137,1662555542.588976,1662555542.5888448,588844,520
3795,16384,wf_6309,4993,1662555542.5926971,1662555542.592566,592566,704
7856,16384,wf_6310,9054,1662555542.5965374,1662555542.5964062,596406,736
14716,16384,wf_6311,15914,1662555542.6011171,1662555542.600986,600985,728
9166,16384,wf_6312,10364,1662555542.6159406,1662555542.6158094,615809,584
14471,16384,wf_6313,15669,1662555542.6212735,1662555542.6211424,621142,992
608,16384,wf_6314,1806,1662555542.6311285,1662555542.6309974,630997,856
3291,16384,wf_6315,4489,1662555542.6371233,1662555542.6369922,636992,704
10960,16384,wf_6316,12158,1662555542.6406746,1662555542.6405435,640543,704
13133,16384,wf_6317,14331,1662555542.6480963,1662555542.6479652,647965,488
1755,16384,wf_6318,2953,1662555542.6551406,1662555542.6550095,655009,560
10364,16384,wf_6319,11562,1662555542.6632795,1662555542.6631484,663148,608
8915,16384,wf_6320,10113,1662555542.6696217,1662555542.6694906,669490,712
6363,16384,wf_6321,7561,1662555542.674019,1662555542.673888,673887,672
12695,16384,wf_6322,13893,1662555542.6941538,1662555542.6940227,694022,528
8628,16384,wf_6323,9826,1662555542.6982548,1662555542.6981237,698123,632
16235,16384,wf_6324,1049,1662555542.713194,1662555542.7130628,713062,624
4983,16384,wf_6325,6181,1662555542.7277339,1662555542.7276027,727602,1168
15583,16384,wf_6326,397,1662555542.745278,1662555542.7451468,745146,448
5345,16384,wf_6327,6543,1662555542.757585,1662555542.757454,757453,584
975,16384,wf_6328,2173,1662555542.768428,1662555542.768297,768297,776
5286,16384,wf_6329,6484,1662555542.7784815,1662555542.7783504,778350,912
6383,16384,wf_6330,7581,1662555542.7960026,1662555542.7958715,795871,504
8010,16384,wf_6331,9208,1662555542.8077204,1662555542.8075893,807589,624
13476,16384,wf_6333,14674,1662555542.8422246,1662555542.8420935,842093,504
14783,16384,wf_6334,15981,1662555542.8486192,1662555542.848488,848488,464
8743,16384,wf_6335,9941,1662555542.8743644,1662555542.8742332,874233,864
5832,16384,wf_6336,7030,1662555542.9061182,1662555542.905987,905986,784
8603,16384,wf_6337,9801,1662555542.9269006,1662555542.9267695,926769,808
5997,16384,wf_6338,7195,1662555542.9522052,1662555542.952074,952074,520
327,16384,wf_6339,1525,1662555542.961503,1662555542.961372,961371,448
10567,16384,wf_6340,11765,1662555542.9676108,1662555542.9674797,967479,544
998,16384,wf_6341,2196,1662555542.9985044,1662555542.9983733,998373,632
11823,16384,wf_6342,13021,1662555543.0105639,1662555543.0104327,10432,936
9616,16384,wf_6343,10814,1662555543.0148354,1662555543.0147042,14704,928
10930,16384,wf_6344,12128,1662555543.0193706,1662555543.0192394,19239,1048
592,16384,wf_6345,1790,1662555543.0253396,1662555543.0252085,25208,792
7371,16384,wf_6346,8569,1662555543.0575368,1662555543.0574057,57405,560
12067,16384,wf_6347,13265,1662555543.0792964,1662555543.0791652,79165,552
5750,16384,wf_6348,6948,1662555543.0903077,1662555543.0901766,90176,552
5193,16384,wf_6349,6391,1662555543.0971637,1662555543.0970325,97032,648
438,16384,wf_6350,1636,1662555543.1116345,1662555543.1115034,111503,456
12811,16384,wf_6351,14009,1662555543.128442,1662555543.128311,128310,480
12208,16384,wf_6352,13406,1662555543.1344368,1662555543.1343057,134305,624
12197,16384,wf_6353,13395,1662555543.1527016,1662555543.1525705,152570,424
7817,16384,wf_6354,9015,1662555543.1673377,1662555543.1672065,167206,624
2936,16384,wf_6355,4134,1662555543.177157,1662555543.1770258,177025,648
9834,16384,wf_6356,11032,1662555543.1828656,1662555543.1827345,182734,568
271,16384,wf_6357,1469,1662555543.195096,1662555543.194965,194964,496
14742,16384,wf_6358,15940,1662555543.204068,1662555543.2039368,203936,1376
8448,16384,wf_6359,9646,1662555543.2124927,1662555543.2123616,212361,456
16203,16384,wf_6360,1017,1662555543.216464,1662555543.216333,216332,1000
5858,16384,wf_6361,7056,1662555543.222227,1662555543.222096,222095,624
3416,16384,wf_6362,4614,1662555543.2326512,1662555543.23252,232520,1488
1714,16384,wf_6363,2912,1662555543.2374282,1662555543.237297,237296,552
10514,16384,wf_6364,11712,1662555543.2435205,1662555543.2433894,243389,784
2378,16384,wf_6366,3576,1662555543.2662032,1662555543.266072,266071,760
11654,16384,wf_6367,12852,1662555543.2735212,1662555543.27339,273390,472
5425,16384,wf_6368,6623,1662555543.2800925,1662555543.2799613,279961,704
15107,16384,wf_6369,16305,1662555543.2926865,1662555543.2925553,292555,824
1623,16384,wf_6370,2821,1662555543.2994976,1662555543.2993665,299366,616
7798,16384,wf_6371,8996,1662555543.3111458,1662555543.3110147,311014,856
8797,16384,wf_6372,9995,1662555543.314759,1662555543.314628,314627,544
16294,16384,wf_6373,1108,1662555543.3229203,1662555543.3227892,322789,664
3348,16384,wf_6374,4546,1662555543.3291867,1662555543.3290555,329055,624
279,16384,wf_6376,1477,1662555543.3538103,1662555543.3536792,353679,472
12044,16384,wf_6377,13242,1662555543.3652322,1662555543.365101,365101,472
6971,16384,wf_6378,8169,1662555543.3786058,1662555543.3784747,378474,616
344,16384,wf_6379,1542,1662555543.3828504,1662555543.3827193,382719,648
344,16384,wf_6379,1542,1662555543.3828504,1662555543.3827193,382719,648
3555,16384,wf_6380,4753,1662555543.3876584,1662555543.3875272,387527,432
8869,16384,wf_6381,10067,1662555543.394397,1662555543.394266,394265,616
11591,16384,wf_6382,12789,1662555543.4149032,1662555543.414772,414772,1136
6237,16384,wf_6383,7435,1662555543.4230995,1662555543.4229684,422968,848
12016,16384,wf_6384,13214,1662555543.4312804,1662555543.4311492,431149,512
1364,16384,wf_6385,2562,1662555543.445186,1662555543.4450548,445054,1168
9023,16384,wf_6386,10221,1662555543.4553764,1662555543.4552453,455245,672
11761,16384,wf_6387,12959,1662555543.4687035,1662555543.4685724,468572,488
16264,16384,wf_6388,1078,1662555543.5061796,1662555543.5060484,506048,1016
12311,16384,wf_6389,13509,1662555543.5131495,1662555543.5130184,513018,672
14476,16384,wf_6390,15674,1662555543.517295,1662555543.5171638,517163,752
14729,16384,wf_6391,15927,1662555543.5230982,1662555543.522967,522967,424
14233,16384,wf_6392,15431,1662555543.5321205,1662555543.5319893,531989,640
13012,16384,wf_6393,14210,1662555543.558133,1662555543.5580018,558001,1008
2680,16384,wf_6394,3878,1662555543.5717602,1662555543.571629,571628,464
5075,16384,wf_6395,6273,1662555543.5780008,1662555543.5778697,577869,704
12169,16384,wf_6396,13367,1662555543.5859704,1662555543.5858393,585839,1200
12169,16384,wf_6396,13367,1662555543.5859704,1662555543.5858393,585839,1200
14031,16384,wf_6397,15229,1662555543.5951781,1662555543.595047,595046,576
14142,16384,wf_6398,15340,1662555543.603614,1662555543.603483,603482,528
13715,16384,wf_6399,14913,1662555543.6091342,1662555543.609003,609002,632
14445,16384,wf_6400,15643,1662555543.612534,1662555543.612403,612402,512
15099,16384,wf_6401,16297,1662555543.619869,1662555543.6197379,619737,688
10098,16384,wf_6402,11296,1662555543.6352422,1662555543.635111,635111,544
13795,16384,wf_6403,14993,1662555543.6397724,1662555543.6396413,639641,1176
108,16384,wf_6404,1306,1662555543.6487815,1662555543.6486504,648650,584
16358,16384,wf_6405,1172,1662555543.6544378,1662555543.6543067,654306,816
8962,16384,wf_6406,10160,1662555543.6730754,1662555543.6729443,672944,544
7403,16384,wf_6407,8601,1662555543.6790228,1662555543.6788917,678891,512
1921,16384,wf_6408,3119,1662555543.6886406,1662555543.6885095,688509,1648
6605,16384,wf_6409,7803,1662555543.6958535,1662555543.6957223,695722,704
10618,16384,wf_6410,11816,1662555543.71405,1662555543.713919,713919,464
4689,16384,wf_6411,5887,1662555543.7214003,1662555543.7212691,721269,528
5519,16384,wf_6412,6717,1662555543.7261865,1662555543.7260554,726055,496
6615,16384,wf_6413,7813,1662555543.7632036,1662555543.7630725,763072,648
8127,16384,wf_6414,9325,1662555543.7677715,1662555543.7676404,767640,912
